seqnames start end width strand Conc Conc_t39 Conc_t37 Fold p.value FDR X39.1 X39.2 X39.3 X39.4 X37.1 X37.2 X37.3 X37.4 name
chr10 53876088 53876288 201 * 5.15768208520583 5.87978026880912 3.64484175718126 2.06254273095878 6.9614817377732e-22 3.13423675312692e-20 63.73 59.92 58.04 53.85 12.16 15.98 10.26 11.62 chr10:53876088-53876288
chr6 33697015 33697215 201 * 5.78926451776552 6.51389688672384 4.26443453245156 2.06056233931158 3.27408846566246e-31 3.21713583436901e-29 97.34 84.33 91.89 91.99 20.01 20.25 14.66 21.95 chr6:33697015-33697215
chr11 5357577 5357777 201 * 5.64024248736573 6.33572002509793 4.2465127041408 2.05735945920426 5.140011958082e-27 3.68402030456191e-25 78.8 100.97 73.76 69.55 15.7 17.05 26.39 16.79 chr11:5357577-5357777
chr7 111227250 111227450 201 * 7.76247741607448 8.4558631514349 6.37761479372725 2.05294031134642 1.07390796605682e-87 3.03104968723162e-84 385.87 381.69 354.27 282.69 84.36 74.59 87.97 85.67 chr7:111227250-111227450
chr16 76526034 76526234 201 * 6.32008701632884 7.02461012891758 4.88722002251451 2.05275156602363 1.7260151357779e-42 3.76736173009486e-40 135.58 125.38 134.21 125.64 31 31.97 27.86 27.55 chr16:76526034-76526234
chr7 71187995 71188195 201 * 5.12182424753012 5.83994773214306 3.6275488090537 2.04890372036823 1.29913331899488e-20 5.15190703939194e-19 49.83 61.03 53.2 65.06 12.95 12.79 14.66 9.04 chr7:71187995-71188195
chr11 16841337 16841537 201 * 6.58330719079197 7.28090043945935 5.1805399045289 2.04450413753157 4.75928984614989e-45 1.23276149745954e-42 155.27 149.79 148.72 168.27 28.25 27.7 46.92 42.19 chr11:16841337-16841537
chr12 28055632 28055832 201 * 5.40243513213731 6.11852972145329 3.91752543766017 2.0440776623473 2.99323496791884e-24 1.68732283305182e-22 71.84 58.81 66.5 80.77 14.13 15.98 16.13 14.21 chr12:28055632-28055832
chr8 22794153 22794353 201 * 5.903286281296 6.59330397836749 4.53256060862471 2.0438145924556 2.96162145386172e-31 2.91710803393545e-29 97.34 109.85 87.06 91.99 18.44 29.84 24.93 19.37 chr8:22794153-22794353
chr10 44375528 44375728 201 * 6.72060066483729 7.4248800985291 5.2888052852572 2.04302769143217 5.1243387128214e-51 1.88086209857912e-48 157.59 185.3 171.69 172.76 36.88 30.9 42.52 46.06 chr10:44375528-44375728
chr2 61068027 61068227 201 * 5.60564417812411 6.30842041958631 4.18043778722515 2.04255078773062 2.78568519662741e-26 1.89220845667345e-24 68.37 88.77 85.85 74.04 12.95 24.51 16.13 18.94 chr2:61068027-61068227
chr18 43809570 43809770 201 * 6.54243569426578 7.25233189037615 5.08568836088819 2.0301548701636 5.92525860548879e-47 1.72593716056179e-44 140.21 148.68 157.18 163.78 36.88 33.03 29.32 36.59 chr18:43809570-43809770
chr17 40732956 40733156 201 * 6.04174615614343 6.74663677250405 4.60726115992653 2.02899913808629 3.46799746549631e-35 4.61559448046079e-33 115.88 118.72 105.19 89.74 26.29 21.31 24.93 24.97 chr17:40732956-40733156
chr10 91893384 91893584 201 * 6.52722580508348 7.22806063478371 5.11047490419092 2.02491280900466 2.24929343268439e-43 5.26019762167571e-41 158.75 163.11 165.65 112.18 32.18 33.03 30.79 42.19 chr10:91893384-91893584
chr4 72563202 72563402 201 * 4.96585807298629 5.67769820093371 3.50035049506839 2.02415482452935 4.43584118682205e-18 1.36239413501903e-16 50.99 51.04 39.9 62.82 7.46 13.85 13.2 10.76 chr4:72563202-72563402
chr19 58365500 58365700 201 * 5.75666219764761 6.48155561523277 4.23059026475097 2.02346090570695 1.9341578528638e-28 1.53107112586803e-26 97.34 82.11 72.55 105.45 18.83 20.25 13.2 22.82 chr19:58365500-58365700
chr19 29972333 29972533 201 * 6.51126283587167 7.20793203410277 5.1124513337242 2.02290313919362 2.83097369162184e-45 7.40313187325685e-43 168.02 150.9 137.84 134.62 34.92 27.7 39.59 36.16 chr19:29972333-29972533
chr10 38357913 38358113 201 * 5.57910289774157 6.29803233450357 4.08108642255492 2.02080056224965 3.77856353518331e-26 2.52885694127792e-24 70.68 66.57 81.01 96.47 16.87 17.05 16.13 17.65 chr10:38357913-38358113
chr13 30681997 30682197 201 * 8.02886775759668 8.71923703157105 6.65667437674193 2.01457088205298 4.81612196363625e-103 3.58367635314174e-99 454.23 444.94 423.19 363.46 105.95 99.1 90.91 107.62 chr13:30681997-30682197
chr9 27022698 27022898 201 * 5.58802181195116 6.29271669120384 4.15439886121682 2.01194274564091 6.50308817197167e-27 4.62453753226805e-25 74.16 79.89 81.01 78.53 16.87 13.85 21.99 18.51 chr9:27022698-27022898
chr12 12181787 12181987 201 * 7.00553252181665 7.69202200595333 5.64943420805158 2.0109124911993 5.63714110090846e-57 2.81344900152718e-54 225.96 216.37 171.69 213.14 46.69 55.41 51.32 47.35 chr12:12181787-12181987
chrX 11565679 11565879 201 * 7.21124618038185 7.90006711628694 5.84550272682363 2.00932325672029 3.20382866529566e-69 3.27795725103894e-66 243.34 240.78 235.78 235.58 54.54 61.8 54.25 59.41 chrX:11565679-11565879
chr2 179867730 179867930 201 * 5.31279606129304 6.00852780879524 3.91798407827013 2.00782129531835 2.81942534256444e-20 1.08191647310943e-18 53.3 87.66 76.17 40.38 10.99 14.92 19.06 15.5 chr2:179867730-179867930
chr18 30754582 30754782 201 * 5.21873570413025 5.96356980053293 3.59377379729035 2.00767103139474 5.92480403148777e-21 2.44061970196933e-19 68.37 64.36 65.29 51.6 16.87 13.85 2.93 14.64 chr18:30754582-30754782
chr19 53120705 53120905 201 * 5.70278136218305 6.40977331634461 4.25900185298593 2.00754217967001 9.71559840730716e-27 6.82016676875213e-25 98.49 86.55 81.01 74.04 14.91 13.85 21.99 25.83 chr19:53120705-53120905
chr8 4013520 4013720 201 * 5.86453502964328 6.5776681719876 4.39316435378608 2.00580604416196 9.09808338867374e-31 8.55962325800385e-29 93.86 102.08 91.89 94.23 21.97 12.79 23.46 25.83 chr8:4013520-4013720
chr12 110825072 110825272 201 * 6.12223629288257 6.82755798794594 4.6858505521625 2.0008518200363 4.21060210075836e-36 6.04635074647671e-34 111.24 119.83 108.82 114.42 30.21 26.64 21.99 24.11 chr12:110825072-110825272
chr13 49431499 49431699 201 * 7.55516969559707 8.24429771284602 6.18814987005805 1.99721662780575 5.9749182627146e-80 1.1373326388871e-76 301.28 312.9 291.39 307.37 82.01 60.74 79.18 69.74 chr13:49431499-49431699
chr11 21916089 21916289 201 * 5.33016879215424 6.02479490581771 3.94005633178871 1.99558717477564 7.25715073911907e-21 2.96705816757061e-19 60.26 61.03 62.87 76.28 9.02 10.66 24.93 16.79 chr11:21916089-21916289
chr13 84386168 84386368 201 * 6.170600028875 6.85507316283617 4.8227791585647 1.99490312629919 1.03003469513193e-35 1.43627546560892e-33 113.56 115.4 103.98 130.13 23.15 31.97 32.26 25.83 chr13:84386168-84386368
chr7 140507672 140507872 201 * 5.02809844686309 5.74803675076807 3.52538237896083 1.99149611593893 1.23703777963913e-18 3.99419247736656e-17 60.26 44.38 67.71 42.63 12.95 6.39 14.66 12.05 chr7:140507672-140507872
chr10 8980748 8980948 201 * 7.59784801914183 8.2793692814581 6.2620394279987 1.98840958341184 4.28532813775658e-81 8.76895983508785e-78 294.33 333.98 307.11 307.37 82.01 77.79 79.18 68.02 chr10:8980748-8980948
chr5 32508875 32509075 201 * 5.1726498780166 5.88126330489735 3.72164787649145 1.98786955985711 2.17403517111503e-20 8.41356750784571e-19 52.14 66.57 51.99 65.06 11.38 9.59 17.59 14.21 chr5:32508875-32509075
chr2 134078034 134078234 201 * 5.99623049134549 6.70070625432451 4.56357180097889 1.98648476075599 1.15755997709441e-33 1.39539678475927e-31 103.13 105.41 108.82 98.72 24.33 24.51 19.06 26.69 chr2:134078034-134078234
chrX 13453210 13453410 201 * 5.30273219229168 6.0048432685776 3.88042968257505 1.98515202910427 2.48056851337461e-22 1.17632832821852e-20 66.05 73.23 59.25 58.33 14.13 10.66 19.06 15.07 chrX:13453210-13453410
chr11 24401371 24401571 201 * 5.19791794767393 5.89806885645754 3.78413128794559 1.98443005205582 6.57024570113369e-21 2.69564501695987e-19 60.26 58.81 54.41 65.06 11.38 12.79 17.59 13.35 chr11:24401371-24401571
chr16 35074489 35074689 201 * 5.7147445250133 6.4147219446231 4.30170860930282 1.98391126680851 2.57881284988077e-28 2.01603066452332e-26 76.48 89.88 91.89 83.01 20.4 22.38 17.59 18.51 chr16:35074489-35074689
chr6 113084131 113084331 201 * 6.53261125133588 7.23811234627929 5.0954335811125 1.97758910477954 1.16228815444581e-42 2.55737762713828e-40 165.7 145.35 140.26 152.56 43.16 26.64 30.79 36.16 chr6:113084131-113084331
chr3 116645729 116645929 201 * 6.20408795983581 6.88277444853416 4.87969890914798 1.97741020531637 2.28777090106283e-34 2.85017254220539e-32 141.37 117.61 107.61 105.45 21.97 27.7 36.66 31.43 chr3:116645729-116645929
chr5 118265158 118265358 201 * 4.97444720960494 5.69455545912014 3.47093765328292 1.97266677435696 1.98153532364778e-18 6.26944908294915e-17 48.67 46.6 58.04 53.85 11.77 14.92 7.33 10.33 chr5:118265158-118265358
chrX 152735477 152735677 201 * 7.28742577471668 7.96770807286904 5.956622085159 1.96978073634929 7.62696572017034e-66 6.57131338064907e-63 271.15 257.42 270.84 201.92 64.35 55.41 64.51 64.14 chrX:152735477-152735677
chr17 88037247 88037447 201 * 5.73383449563621 6.42349305649734 4.36460617981888 1.96858220554175 9.37887286020231e-28 7.04357797179797e-26 78.8 88.77 103.98 71.79 18.83 22.38 20.53 20.66 chr17:88037247-88037447
chrX 168932549 168932749 201 * 5.67113990719578 6.38859340850651 4.17996541866126 1.96816192394537 1.07100405871367e-25 6.90801837744464e-24 93.86 99.86 78.59 62.82 21.97 15.98 11.73 22.82 chrX:168932549-168932749
chr1 118571174 118571374 201 * 6.79902653938931 7.50312435177004 5.3680292315527 1.96723946985523 8.33779310340954e-46 2.28246389065945e-43 192.35 207.49 162.02 163.78 49.44 39.43 26.39 49.94 chr1:118571174-118571374
chr18 30753283 30753483 201 * 6.13943949264329 6.83007354301274 4.76613954179312 1.96701217522378 2.74382620054529e-34 3.40796537694738e-32 95.02 126.49 112.45 121.15 26.29 35.16 21.99 25.4 chr18:30753283-30753483
chr10 45638923 45639123 201 * 6.03419477160586 6.74762405587467 4.56147715539986 1.96591706426911 2.14628766938919e-31 2.13717508548874e-29 101.97 129.82 101.56 96.47 29.43 22.38 14.66 27.98 chr10:45638923-45639123
chr11 117543214 117543414 201 * 7.1498380185927 7.82167023412768 5.85260226542316 1.96541046312278 2.25026133710286e-61 1.48537210244521e-58 221.32 237.45 244.24 201.92 49.44 59.67 63.05 58.98 chr11:117543214-117543414
chr2 116835690 116835890 201 * 5.18130806339828 5.87839827986617 3.78069587591719 1.96429420926331 2.17528517419409e-20 8.41442659702082e-19 69.53 65.46 53.2 47.12 12.95 10.66 17.59 13.78 chr2:116835690-116835890
chr5 105564904 105565104 201 * 5.04278802348274 5.75089149391128 3.59406228634215 1.95983746456825 5.02249736582877e-19 1.6980439152848e-17 60.26 58.81 44.74 51.6 12.16 12.79 11.73 11.62 chr5:105564904-105565104
chr19 59203400 59203600 201 * 4.29033028855741 5.0387584035204 2.64664795602644 1.95703608531009 4.96676125027495e-12 7.52841435363435e-11 24.33 27.74 27.81 51.6 5.1 4.26 8.8 6.89 chr19:59203400-59203600
chr13 119777762 119777962 201 * 8.45717336208275 9.12982758208745 7.15671482328489 1.95557572012584 1.16382335008166e-134 3.17533683425114e-130 556.21 570.32 548.93 565.38 140.48 149.18 140.76 140.34 chr13:119777762-119777962
chr12 117673294 117673494 201 * 5.96853199143217 6.6736526821424 4.53303291644786 1.95383468199742 6.14282053233884e-32 6.36450637205653e-30 103.13 100.97 94.31 109.94 25.51 25.57 16.13 25.4 chr12:117673294-117673494
chrX 48616765 48616965 201 * 5.7207228157912 6.43099554501318 4.26228372085946 1.95163884771659 4.60865915239724e-27 3.31479226962097e-25 81.11 73.23 94.31 96.47 20.8 15.98 17.59 22.39 chrX:48616765-48616965
chr9 79890651 79890851 201 * 7.28775585458216 7.95704990811439 6.00041464478524 1.94855609884062 4.18678034310183e-65 3.46153694811341e-62 249.13 259.64 272.05 213.14 60.04 75.65 60.11 60.27 chr9:79890651-79890851
chr5 42890749 42890949 201 * 5.34063465086397 6.04567361606662 3.90549589047179 1.94270868732313 3.1784933662462e-22 1.48579589103722e-20 73 58.81 62.87 69.55 15.7 15.98 13.2 15.07 chr5:42890749-42890949
chr4 110082994 110083194 201 * 4.95558214008053 5.65838812307008 3.53024574003271 1.93682509038914 2.63410430492657e-17 7.48364065956829e-16 39.4 62.14 55.62 44.87 9.81 15.98 8.8 11.62 chr4:110082994-110083194
chr9 31508274 31508474 201 * 7.91687154326959 8.58417372818479 6.6372359341248 1.93390636117199 5.54254867237479e-82 1.22611662535824e-78 382.39 433.84 339.76 379.17 85.54 95.9 109.97 106.76 chr9:31508274-31508474
chr11 73228804 73229004 201 * 6.07195403628221 6.76135510354531 4.7037981109856 1.93324255841961 2.35872806948919e-32 2.533651590758e-30 127.46 104.3 96.73 105.45 26.29 34.1 17.59 26.26 chr11:73228804-73229004
chr10 121864555 121864755 201 * 5.85142798625431 6.53511291188836 4.50682684357628 1.93251140690987 4.69613945839063e-28 3.60923672120874e-26 95.02 109.85 78.59 87.5 18.44 21.31 24.93 26.26 chr10:121864555-121864755
chr2 160792789 160792989 201 * 5.6113837039737 6.31808905811739 4.16887619834847 1.93106458282753 1.2202567967958e-24 7.17523269213598e-23 71.84 99.86 68.92 78.53 20.4 18.11 13.2 20.23 chr2:160792789-160792989
chr18 42124992 42125192 201 * 5.30104314754773 6.00719359419319 3.86099456223739 1.92843535414953 1.77681127987166e-21 7.71122905985024e-20 71.84 59.92 60.46 65.06 14.52 11.72 14.66 17.22 chr18:42124992-42125192
chr14 120711411 120711611 201 * 5.95841515463557 6.65497260309209 4.5600811383438 1.9258050310593 1.28345694457167e-30 1.1872051292131e-28 91.54 113.18 90.68 107.69 26.68 24.51 19.06 24.11 chr14:120711411-120711611
chr1 67364003 67364203 201 * 4.71406250031985 5.45456554089343 3.11128148017127 1.92412571682575 2.52877951130529e-15 5.78165172569412e-14 44.03 46.6 39.9 44.87 11.38 3.2 8.8 11.19 chr1:67364003-67364203
chr3 84963134 84963334 201 * 6.86961918146962 7.55864677742616 5.50301690740206 1.92397477689587 3.54670488123501e-20 1.34585693664333e-18 181.93 195.29 186.2 190.71 27.07 45.82 61.58 46.92 chr3:84963134-84963334
chr19 55509005 55509205 201 * 5.51521635122611 6.21948622693091 4.08346298441114 1.92289534502122 9.06259418777655e-24 4.89302372601384e-22 70.68 67.68 67.71 91.99 18.05 15.98 16.13 17.65 chr19:55509005-55509205
chr2 165100781 165100981 201 * 7.13685591684289 7.80237234877362 5.86408475686365 1.92223355773952 5.29663811367969e-58 2.81516315742075e-55 237.55 230.79 224.89 199.68 51.4 46.88 71.84 62.85 chr2:165100781-165100981
chr7 46274072 46274272 201 * 6.21333300017302 6.8855836720834 4.91445775825406 1.91953039529033 1.97200931470675e-35 2.65783097299367e-33 123.99 133.15 114.87 100.96 26.68 29.84 32.26 31.86 chr7:46274072-46274272
chr4 63539113 63539313 201 * 5.62288888300065 6.32950148979097 4.18079271950196 1.91794555144538 5.32030777359903e-25 3.22333465267842e-23 83.43 83.22 65.29 89.74 20.4 14.92 16.13 21.09 chr4:63539113-63539313
chr6 115891613 115891813 201 * 8.24586420958155 8.90987172058071 6.97886142580615 1.91775128836447 2.16912508015324e-102 1.3657312071971e-98 460.03 503.75 542.89 417.31 121.25 125.74 127.56 130.01 chr6:115891613-115891813
chr3 158272876 158273076 201 * 5.41313317228214 6.10360489953394 4.04051173706173 1.91730476532846 1.72040880467892e-22 8.249395493367e-21 63.73 75.45 64.08 71.79 13.73 15.98 17.59 18.51 chr3:158272876-158273076
chr10 93107576 93107776 201 * 5.48939379755294 6.17871271289943 4.12157980464528 1.91627419253232 6.919782085198e-23 3.436839098638e-21 59.1 83.22 68.92 78.53 17.66 11.72 23.46 16.79 chr10:93107576-93107776
chr14 48584617 48584817 201 * 5.42122608767801 6.10344063203462 4.08260744693053 1.91597083451782 1.39113045573527e-21 6.07606290994597e-20 53.3 81 84.64 56.09 15.3 17.05 19.06 16.36 chr14:48584617-48584817
chr12 108914290 108914490 201 * 7.84824714234272 8.50997733556284 6.58989543530782 1.91403006564816 3.58957254135749e-86 9.18156569008286e-83 367.33 392.79 392.96 305.13 94.17 94.83 101.17 95.14 chr12:108914290-108914490
chr11 23724158 23724358 201 * 6.32347287864414 7.01423608121428 4.94963278499483 1.90533616217346 2.39379996669331e-32 2.56795440463715e-30 104.29 168.66 118.49 125.64 36.49 35.16 20.53 31.43 chr11:23724158-23724358
chr11 57209976 57210176 201 * 5.43264853162292 6.11144901618958 4.10780243391604 1.90147323971011 3.1492428163347e-22 1.47296385005606e-20 79.95 64.36 60.46 71.79 16.09 19.18 19.06 14.64 chr11:57209976-57210176
chr8 128210751 128210951 201 * 5.96521783061936 6.66089056856176 4.57065714733587 1.89748860298193 1.86775713177143e-29 1.59247696867316e-27 111.24 83.22 100.36 109.94 25.9 19.18 21.99 27.98 chr8:128210751-128210951
chr4 145187810 145188010 201 * 5.16954323086556 5.8562255180978 3.81265032762099 1.89613202867178 3.43423903498625e-19 1.1795883308966e-17 66.05 61.03 66.5 38.14 12.16 14.92 13.2 15.93 chr4:145187810-145188010
chr2 20642835 20643035 201 * 7.66196079603286 8.32026838607215 6.41648872897072 1.89568220634237 4.17783939761957e-77 7.12417359446999e-74 308.23 358.39 317.99 293.91 79.26 82.05 93.84 86.53 chr2:20642835-20643035
chr1 88153693 88153893 201 * 6.92790569415215 7.5828198252859 5.695061338948 1.89530446028262 5.07361702636389e-50 1.75966367468183e-47 173.81 191.96 210.38 190.71 43.95 54.34 61.58 47.35 chr1:88153693-88153893
chr15 58320594 58320794 201 * 5.38310561766222 6.05481769362928 4.0863401328101 1.89483012001564 1.18240538532339e-20 4.71642608158406e-19 54.46 72.12 65.29 74.04 16.48 14.92 24.93 11.62 chr15:58320594-58320794
chr18 21138676 21138876 201 * 5.54899670826776 6.24175100762288 4.16679755981716 1.89468819422763 3.01311312073691e-22 1.41414175484769e-20 77.64 74.34 67.71 83.01 12.16 22.38 13.2 24.11 chr18:21138676-21138876
chr15 61626924 61627124 201 * 6.88180059517526 7.56024898358473 5.55836558386618 1.89201707929682 4.21962310988041e-51 1.56280710935213e-48 201.62 184.19 187.41 181.73 49.44 49.02 36.66 53.38 chr15:61626924-61627124
chr5 86778532 86778732 201 * 6.50172452105945 7.16821424545355 5.2252171207157 1.89135382433692 7.004596091732e-41 1.40868106806967e-38 148.32 156.45 126.96 143.59 37.67 38.36 39.59 34.01 chr5:86778532-86778732
chr3 39952246 39952446 201 * 7.93524215874305 8.59231498660752 6.69438112274247 1.88773747308771 6.03084492490251e-85 1.4103733941377e-81 382.39 423.86 380.87 356.73 89.07 112.95 101.17 111.07 chr3:39952246-39952446
chr5 53482965 53483165 201 * 6.08465174727203 6.76362985894487 4.75909312319856 1.88715419080116 3.79631949773347e-31 3.69919699058312e-29 107.76 119.83 117.28 89.74 23.54 28.77 21.99 34.01 chr5:53482965-53483165
chr2 160345910 160346110 201 * 5.37331724556538 6.09765685244918 3.84987854802243 1.88683184703735 2.73830210000277e-11 3.73802168947921e-10 59.1 78.78 66.5 69.55 10.2 5.33 24.93 17.22 chr2:160345910-160346110
chr13 91355410 91355610 201 * 5.87164212912195 6.54183009771328 4.58082588056158 1.88409400193 1.71884223744315e-28 1.36591219395106e-26 95.02 102.08 85.85 89.74 24.33 27.7 23.46 20.23 chr13:91355410-91355610
chr17 66770604 66770804 201 * 5.57891498329454 6.25485430443163 4.26548583967261 1.88408263667989 4.71841300996216e-22 2.16120214481484e-20 73 99.86 65.29 67.31 20.8 9.59 29.32 17.22 chr17:66770604-66770804
chr2 155404773 155404973 201 * 5.21152699123388 5.92309809069016 3.74723566002435 1.88072399540024 1.09792848472801e-19 3.96236968269279e-18 62.57 55.48 64.08 60.58 14.91 12.79 8.8 17.22 chr2:155404773-155404973
chr1 189184169 189184369 201 * 5.8557945570311 6.52674335137589 4.56201233567453 1.8806850425876 6.81882584852849e-25 4.09184541442746e-23 63.73 98.75 107.61 98.72 18.05 20.25 30.79 25.4 chr1:189184169-189184369
chr17 74642523 74642723 201 * 6.22747719221561 6.92346093357158 4.83159145257294 1.88055139840361 2.57778953779215e-32 2.76171009761552e-30 114.72 139.81 123.33 107.69 34.14 25.57 17.59 36.59 chr17:74642523-74642723
